domain,sentence,feature,sentiment,strength,clean_sentence,clean_feature,aspect,pos_tags,noun_phrases
MicroMP3,Why?,headphone jack design,negative,3,,headphone jack design,headphone jack design,,[]
MicroMP3,"If you send in your Zen to have the flaw fixed, you lose all of the music you've been loading into the thing for 2-3 months, which came out to 1022 songs and 80 albums for me.",headphone jack,negative,3,send zen flaw fixed lose music youve loading thing 23 months came 1022 songs 80 albums,headphone jack,headphone jack,send_VERB zen_PROPN flaw_PROPN fixed_VERB lose_ADJ music_NOUN you_PRON ve_AUX loading_VERB thing_NOUN 23_NUM months_NOUN came_VERB 1022_NUM songs_NOUN 80_NUM albums_NOUN,"['zen flaw', 'fixed lose music', 'you', 'thing', '1022 songs']"
MicroMP3,I used them.,headphone design,negative,3,used,headphone design,headphone design,used_VERB,[]
MicroMP3,If only only it was that simple.,Zen,negative,2,simple,zen,zen,simple_ADJ,[]
MicroMP3,You can't see it by looking into the jacks where the prongs are.,headphone jack,negative,2,cant see looking jacks prongs,headphone jack,headphone jack,ca_AUX nt_PART see_VERB looking_VERB jacks_NOUN prongs_VERB,['looking jacks']
MicroMP3,"So, if you don't won't to void your warranty, you will have to get in touch with Creative, they will send you a rma number, fix your Zen, but you lose all of your dogon music.",Zen micro,negative,3,dont wont void warranty get touch creative send rma number fix zen lose dogon music,zen micro,zen micro,do_AUX nt_PART wo_AUX nt_PART void_VERB warranty_NOUN get_VERB touch_NOUN creative_ADJ send_VERB rma_NOUN number_NOUN fix_NOUN zen_AUX lose_VERB dogon_NOUN music_NOUN,"['warranty', 'touch', 'rma number fix', 'dogon music']"
MicroMP3,"In addition , iPods can be used as portable hard drives and can display your calendars and contact info.",audio quality,positive,3,addition ipods used portable hard drives display calendars contact info,audio quality,audio quality,addition_NOUN ipods_NOUN used_VERB portable_ADJ hard_ADJ drives_NOUN display_VERB calendars_NOUN contact_NOUN info_NOUN,"['addition ipods', 'portable hard drives', 'calendars contact info']"
MicroMP3,"In addition , iPods can be used as portable hard drives and can display your calendars and contact info.",ease of use,positive,3,addition ipods used portable hard drives display calendars contact info,ease of use,ease of use,addition_NOUN ipods_NOUN used_VERB portable_ADJ hard_ADJ drives_NOUN display_VERB calendars_NOUN contact_NOUN info_NOUN,"['addition ipods', 'portable hard drives', 'calendars contact info']"
MicroMP3,"In addition , iPods can be used as portable hard drives and can display your calendars and contact info.",features,positive,3,addition ipods used portable hard drives display calendars contact info,features,features,addition_NOUN ipods_NOUN used_VERB portable_ADJ hard_ADJ drives_NOUN display_VERB calendars_NOUN contact_NOUN info_NOUN,"['addition ipods', 'portable hard drives', 'calendars contact info']"
MicroMP3,"However, if you are considering purchasing one to use with subscription music services like Napster-to-go, or Yahoo Music Unlimited, there are a few things to keep in mind:  1.",usage with subscription service,negative,2,however considering purchasing one use subscription music services like napstertogo yahoo music unlimited things keep mind 1,usage with subscription service,usage with subscription service,however_ADV considering_VERB purchasing_VERB one_NUM use_NOUN subscription_NOUN music_NOUN services_NOUN like_ADP napstertogo_PROPN yahoo_PROPN music_NOUN unlimited_ADJ things_NOUN keep_VERB mind_NOUN 1_NUM,"['one use subscription music services', 'napstertogo yahoo music unlimited things', 'mind']"
MicroMP3,"At the time of this writing, that firmware is a ""beta release.""",set up,negative,1,time writing firmware beta release,set up,set up,time_NOUN writing_VERB firmware_NOUN beta_NOUN release_NOUN,"['time', 'firmware', 'beta release']"
MicroMP3,2.,transfer speed,negative,2,2,transfer speed,transfer speed,2_NUM,[]
MicroMP3,It makes USB 2.0 feel like USB 1.1.,subscription WMA,negative,1,makes usb 20 feel like usb 11,subscription wma,subscription wma,makes_VERB usb_PRON 20_NUM feel_VERB like_ADP usb_PRON 11_NUM,"['usb', 'usb']"
MicroMP3,Use Windows Media Player 10 to do your transferring.,transfer speed,negative,1,use windows media player 10 transferring,transfer speed,transfer speed,use_VERB windows_PROPN media_NOUN player_NOUN 10_NUM transferring_NOUN,"['windows media player', 'transferring']"
MicroMP3,The player intelligently pre-buffers the next song.,subscription DRM-encoded,negative,1,player intelligently prebuffers next song,subscription drmencoded,subscription drmencoded,player_NOUN intelligently_ADV prebuffers_VERB next_ADJ song_NOUN,"['player', 'next song']"
MicroMP3,These issues knock a single star off the review.,player,positive,1,issues knock single star review,player,player,issues_NOUN knock_VERB single_ADJ star_NOUN review_NOUN,"['issues', 'single star review']"
MicroMP3,These issues knock a single star off the review.,player,positive,2,issues knock single star review,player,player,issues_NOUN knock_VERB single_ADJ star_NOUN review_NOUN,"['issues', 'single star review']"
MicroMP3,Apple never was involved with a lot of audio products until the Ipod.,creative,positive,3,apple never involved lot audio products ipod,creative,creative,apple_NOUN never_ADV involved_VERB lot_NOUN audio_NOUN products_NOUN ipod_ADJ,['apple']
MicroMP3,"Of course, some were better than others, and I probably could have gotten a better sound card from another company at some point.",player,positive,3,course better others probably could gotten better sound card another company point,player,player,course_ADV better_ADJ others_NOUN probably_ADV could_AUX gotten_VERB better_ADJ sound_NOUN card_NOUN another_DET company_NOUN point_NOUN,"['better others', 'better sound card another company point']"
MicroMP3,"Of course, some were better than others, and I probably could have gotten a better sound card from another company at some point.",interface,positive,2,course better others probably could gotten better sound card another company point,interface,interface,course_ADV better_ADJ others_NOUN probably_ADV could_AUX gotten_VERB better_ADJ sound_NOUN card_NOUN another_DET company_NOUN point_NOUN,"['better others', 'better sound card another company point']"
MicroMP3,"Of course, some were better than others, and I probably could have gotten a better sound card from another company at some point.",storage,positive,2,course better others probably could gotten better sound card another company point,storage,memory,course_ADV better_ADJ others_NOUN probably_ADV could_AUX gotten_VERB better_ADJ sound_NOUN card_NOUN another_DET company_NOUN point_NOUN,"['better others', 'better sound card another company point']"
MicroMP3,"Of course, some were better than others, and I probably could have gotten a better sound card from another company at some point.",battery life,positive,2,course better others probably could gotten better sound card another company point,battery life,battery,course_ADV better_ADJ others_NOUN probably_ADV could_AUX gotten_VERB better_ADJ sound_NOUN card_NOUN another_DET company_NOUN point_NOUN,"['better others', 'better sound card another company point']"
MicroMP3,"It may be that the next Creative product is complete junk, but you should make product decisions based on product attributes NOW, not based on a halo effect of an idealized company (Apple) or other pointless loyalties.",player,positive,3,may next creative product complete junk make product decisions based product attributes based halo effect idealized company apple pointless loyalties,player,player,may_AUX next_VERB creative_ADJ product_NOUN complete_ADJ junk_NOUN make_VERB product_NOUN decisions_NOUN based_VERB product_NOUN attributes_VERB based_VERB halo_PROPN effect_NOUN idealized_VERB company_NOUN apple_NOUN pointless_NOUN loyalties_NOUN,"['creative product', 'complete junk', 'product decisions', 'based halo effect', 'company']"
MicroMP3,An Apple Ipod Mini was considered.,features,positive,3,apple ipod mini considered,features,features,apple_PROPN ipod_PROPN mini_NOUN considered_VERB,['apple ipod mini']
MicroMP3,An Apple Ipod Mini was considered.,storage,positive,3,apple ipod mini considered,storage,memory,apple_PROPN ipod_PROPN mini_NOUN considered_VERB,['apple ipod mini']
MicroMP3,An Apple Ipod Mini was considered.,battery life,positive,3,apple ipod mini considered,battery life,battery,apple_PROPN ipod_PROPN mini_NOUN considered_VERB,['apple ipod mini']
MicroMP3,An Apple Ipod Mini was considered.,extra features,positive,2,apple ipod mini considered,extra features,extra features,apple_PROPN ipod_PROPN mini_NOUN considered_VERB,['apple ipod mini']
MicroMP3,An Apple Ipod Mini was considered.,construction,positive,3,apple ipod mini considered,construction,construction,apple_PROPN ipod_PROPN mini_NOUN considered_VERB,['apple ipod mini']
MicroMP3,An Apple Ipod Mini was considered.,sound quality,positive,3,apple ipod mini considered,sound quality,sound quality,apple_PROPN ipod_PROPN mini_NOUN considered_VERB,['apple ipod mini']
MicroMP3,An Apple Ipod Mini was considered.,microphone,positive,2,apple ipod mini considered,microphone,microphone,apple_PROPN ipod_PROPN mini_NOUN considered_VERB,['apple ipod mini']
MicroMP3,An Apple Ipod Mini was considered.,user interface,positive,3,apple ipod mini considered,user interface,user interface,apple_PROPN ipod_PROPN mini_NOUN considered_VERB,['apple ipod mini']
MicroMP3,It comes with a built-in program simply entitled 'Creative MediaSource Audio Converter'.,converter,positive,2,comes builtin program simply entitled creative mediasource audio converter,converter,converter,comes_VERB builtin_NOUN program_NOUN simply_ADV entitled_VERB creative_ADJ mediasource_NOUN audio_NOUN converter_NOUN,"['builtin program', 'creative mediasource audio converter']"
MicroMP3,It comes with a built-in program simply entitled 'Creative MediaSource Audio Converter'.,formats,positive,3,comes builtin program simply entitled creative mediasource audio converter,formats,formats,comes_VERB builtin_NOUN program_NOUN simply_ADV entitled_VERB creative_ADJ mediasource_NOUN audio_NOUN converter_NOUN,"['builtin program', 'creative mediasource audio converter']"
MicroMP3,It comes with a built-in program simply entitled 'Creative MediaSource Audio Converter'.,Creative zen Micro,positive,3,comes builtin program simply entitled creative mediasource audio converter,creative zen micro,creative zen micro,comes_VERB builtin_NOUN program_NOUN simply_ADV entitled_VERB creative_ADJ mediasource_NOUN audio_NOUN converter_NOUN,"['builtin program', 'creative mediasource audio converter']"
MicroMP3,It comes with a built-in program simply entitled 'Creative MediaSource Audio Converter'.,on,negative,3,comes builtin program simply entitled creative mediasource audio converter,on,on,comes_VERB builtin_NOUN program_NOUN simply_ADV entitled_VERB creative_ADJ mediasource_NOUN audio_NOUN converter_NOUN,"['builtin program', 'creative mediasource audio converter']"
MicroMP3,It comes with a built-in program simply entitled 'Creative MediaSource Audio Converter'.,off,negative,3,comes builtin program simply entitled creative mediasource audio converter,off,off,comes_VERB builtin_NOUN program_NOUN simply_ADV entitled_VERB creative_ADJ mediasource_NOUN audio_NOUN converter_NOUN,"['builtin program', 'creative mediasource audio converter']"
MicroMP3,It comes with a built-in program simply entitled 'Creative MediaSource Audio Converter'.,ear phone jack,negative,3,comes builtin program simply entitled creative mediasource audio converter,ear phone jack,ear phone jack,comes_VERB builtin_NOUN program_NOUN simply_ADV entitled_VERB creative_ADJ mediasource_NOUN audio_NOUN converter_NOUN,"['builtin program', 'creative mediasource audio converter']"
MicroMP3,It comes with a built-in program simply entitled 'Creative MediaSource Audio Converter'.,player,positive,1,comes builtin program simply entitled creative mediasource audio converter,player,player,comes_VERB builtin_NOUN program_NOUN simply_ADV entitled_VERB creative_ADJ mediasource_NOUN audio_NOUN converter_NOUN,"['builtin program', 'creative mediasource audio converter']"
Canon PowerShot SD500,,SD500,positive,2,,sd500,sd500,,[]
Canon PowerShot SD500,,design,positive,2,,design,design,,[]
Canon PowerShot SD500,,image-processing system,positive,1,,imageprocessing system,imageprocessing system,,[]
Canon PowerShot SD500,,image,positive,2,,image,camera,,[]
Canon PowerShot SD500,I post under JTL at dcresource...check out my images if you want to see what this camera can do.,pricey,negative,1,post jtl dcresourcecheck images want see camera,pricey,pricey,post_PROPN jtl_PROPN dcresourcecheck_NOUN images_NOUN want_VERB see_VERB camera_NOUN,"['jtl dcresourcecheck images', 'camera']"
Canon PowerShot SD500,I post under JTL at dcresource...check out my images if you want to see what this camera can do.,LCD,negative,1,post jtl dcresourcecheck images want see camera,lcd,screen,post_PROPN jtl_PROPN dcresourcecheck_NOUN images_NOUN want_VERB see_VERB camera_NOUN,"['jtl dcresourcecheck images', 'camera']"
Canon PowerShot SD500,It was NOT dropped or sat on or subjected to any other trauma -- it just sat on my desk in my home office  where no one goes but me.,LCD,negative,1,dropped sat subjected trauma sat desk home office one goes,lcd,screen,dropped_VERB sat_VERB subjected_VERB trauma_NOUN sat_VERB desk_PROPN home_PROPN office_PROPN one_NOUN goes_VERB,"['subjected trauma', 'desk home office', 'one']"
Canon PowerShot SD500,I have called Cannon they are sending me an RFA-- I will let you know if they treat me well or otherwise.,camera,positive,3,called cannon sending rfa let know treat well otherwise,camera,camera,called_VERB cannon_NOUN sending_VERB rfa_NOUN let_VERB know_VERB treat_VERB well_ADV otherwise_ADV,['cannon sending rfa']
Canon PowerShot SD500,I have called Cannon they are sending me an RFA-- I will let you know if they treat me well or otherwise.,pictures,positive,2,called cannon sending rfa let know treat well otherwise,pictures,camera,called_VERB cannon_NOUN sending_VERB rfa_NOUN let_VERB know_VERB treat_VERB well_ADV otherwise_ADV,['cannon sending rfa']
Canon PowerShot SD500,I have called Cannon they are sending me an RFA-- I will let you know if they treat me well or otherwise.,manual control,negative,1,called cannon sending rfa let know treat well otherwise,manual control,manual control,called_VERB cannon_NOUN sending_VERB rfa_NOUN let_VERB know_VERB treat_VERB well_ADV otherwise_ADV,['cannon sending rfa']
Canon PowerShot SD500,"I have showed the pictures I have taken to many of my colleagues, alot of whom have expensive dslrs.",pictures,positive,3,showed pictures taken many colleagues alot expensive dslrs,pictures,camera,showed_VERB pictures_NOUN taken_VERB many_ADJ colleagues_NOUN alot_NOUN expensive_ADJ dslrs_NOUN,"['pictures', 'many colleagues', 'alot expensive dslrs']"
Canon PowerShot SD500,These are some shaky ones I took just after delivery:,Canon,positive,2,shaky ones took delivery,canon,canon,shaky_ADJ ones_NOUN took_VERB delivery_NOUN,"['shaky ones', 'delivery']"
Canon PowerShot SD500,WOW! Big difference!,picture,positive,3,wow big difference,picture,picture,wow_INTJ big_ADJ difference_NOUN,['wow big difference']
Canon PowerShot SD500,WOW! Big difference!,quality,positive,2,wow big difference,quality,quality,wow_INTJ big_ADJ difference_NOUN,['wow big difference']
Canon PowerShot SD500,WOW! Big difference!,Sony,negative,2,wow big difference,sony,sony,wow_INTJ big_ADJ difference_NOUN,['wow big difference']
Canon PowerShot SD500,WOW! Big difference!,Canon,positive,3,wow big difference,canon,canon,wow_INTJ big_ADJ difference_NOUN,['wow big difference']
Canon PowerShot SD500,WOW! Big difference!,pictures,positive,2,wow big difference,pictures,camera,wow_INTJ big_ADJ difference_NOUN,['wow big difference']
Canon PowerShot SD500,More detail. More natural color.,size,positive,3,detail natural color,size,size,detail_NOUN natural_ADJ color_NOUN,['detail natural color']
Canon PowerShot SD500,More detail. More natural color.,powers up,positive,3,detail natural color,powers up,powers up,detail_NOUN natural_ADJ color_NOUN,['detail natural color']
Canon PowerShot SD500,"Once I have the time, I plan to explore all the high end features of the camera, but for now, I can't comment intelligently or fairly.",flash,negative,2,time plan explore high end features camera cant comment intelligently fairly,flash,flash,time_NOUN plan_NOUN explore_VERB high_ADJ end_NOUN features_VERB camera_NOUN ca_AUX nt_PART comment_VERB intelligently_ADV fairly_ADV,"['time plan', 'high end', 'camera']"
Canon PowerShot SD500,"A few of my indoor shots could have benefited from a stronger flash, but even those shots were not all that bad.",image,positive,2,indoor shots could benefited stronger flash even shots bad,image,camera,indoor_ADJ shots_NOUN could_AUX benefited_VERB stronger_ADJ flash_NOUN even_ADV shots_NOUN bad_ADJ,"['indoor shots', 'stronger flash', 'even shots']"
Canon PowerShot SD500,You don't have a shutter or aperture priority mode...so the lack of a high speed program is a total dealbreaker for me.,pics,positive,2,dont shutter aperture priority modeso lack high speed program total dealbreaker,pics,pics,do_AUX nt_PART shutter_VERB aperture_NOUN priority_NOUN modeso_NOUN lack_VERB high_ADJ speed_NOUN program_NOUN total_NOUN dealbreaker_NOUN,"['aperture priority modeso', 'high speed program total dealbreaker']"
Canon PowerShot SD500,You don't have a shutter or aperture priority mode...so the lack of a high speed program is a total dealbreaker for me.,user interface,positive,2,dont shutter aperture priority modeso lack high speed program total dealbreaker,user interface,user interface,do_AUX nt_PART shutter_VERB aperture_NOUN priority_NOUN modeso_NOUN lack_VERB high_ADJ speed_NOUN program_NOUN total_NOUN dealbreaker_NOUN,"['aperture priority modeso', 'high speed program total dealbreaker']"
Canon PowerShot SD500,You don't have a shutter or aperture priority mode...so the lack of a high speed program is a total dealbreaker for me.,battery charger,positive,2,dont shutter aperture priority modeso lack high speed program total dealbreaker,battery charger,battery charger,do_AUX nt_PART shutter_VERB aperture_NOUN priority_NOUN modeso_NOUN lack_VERB high_ADJ speed_NOUN program_NOUN total_NOUN dealbreaker_NOUN,"['aperture priority modeso', 'high speed program total dealbreaker']"
Canon PowerShot SD500,I have had the SD500 for less than one week.,LCD,negative,1,sd500 less one week,lcd,screen,sd500_NOUN less_ADV one_NUM week_NOUN,['sd500']
Canon PowerShot SD500,Never abused.,LCD,negative,2,never abused,lcd,screen,never_ADV abused_VERB,[]
Canon PowerShot SD500,All had the same results.,weight,positive,2,results,weight,size,results_NOUN,['results']
Canon PowerShot SD500,Expected better from a $500 unit.,SD500,positive,3,expected better 500 unit,sd500,sd500,expected_VERB better_ADJ 500_NUM unit_NOUN,['better 500 unit']
Canon PowerShot SD500,Expected better from a $500 unit.,pictures,positive,2,expected better 500 unit,pictures,camera,expected_VERB better_ADJ 500_NUM unit_NOUN,['better 500 unit']
Canon PowerShot SD500,Expected better from a $500 unit.,Powerup,positive,2,expected better 500 unit,powerup,powerup,expected_VERB better_ADJ 500_NUM unit_NOUN,['better 500 unit']
Canon PowerShot SD500,Expected better from a $500 unit.,640x480 mode,positive,2,expected better 500 unit,640x480 mode,640x480 mode,expected_VERB better_ADJ 500_NUM unit_NOUN,['better 500 unit']
Canon PowerShot SD500,Expected better from a $500 unit.,quality,positive,2,expected better 500 unit,quality,quality,expected_VERB better_ADJ 500_NUM unit_NOUN,['better 500 unit']
Canon PowerShot SD500,Expected better from a $500 unit.,Camera shake,negative,2,expected better 500 unit,camera shake,camera shake,expected_VERB better_ADJ 500_NUM unit_NOUN,['better 500 unit']
Canon PowerShot SD500,Expected better from a $500 unit.,Audio,positive,1,expected better 500 unit,audio,sound,expected_VERB better_ADJ 500_NUM unit_NOUN,['better 500 unit']
Canon PowerShot SD500,"I have been fairly impressed with its ability to capture decent details in low light situations such as theaters, inside a bus at night ect",battery,positive,1,fairly impressed ability capture decent details low light situations theaters inside bus night ect,battery,battery,fairly_ADV impressed_ADJ ability_NOUN capture_VERB decent_ADJ details_NOUN low_ADJ light_ADJ situations_NOUN theaters_NOUN inside_ADP bus_NOUN night_NOUN ect_NOUN,"['fairly impressed ability', 'decent details low light situations theaters', 'bus night ect']"
Canon PowerShot SD500,and even after the warning i had enough juice left to finish the evening with.,autofocus,negative,2,even warning enough juice left finish evening,autofocus,autofocus,even_ADV warning_VERB enough_ADJ juice_NOUN left_VERB finish_NOUN evening_NOUN,"['enough juice', 'finish evening']"
Canon PowerShot SD500,and even after the warning i had enough juice left to finish the evening with.,compact,negative,1,even warning enough juice left finish evening,compact,compact,even_ADV warning_VERB enough_ADJ juice_NOUN left_VERB finish_NOUN evening_NOUN,"['enough juice', 'finish evening']"
Canon PowerShot SD500,and even after the warning i had enough juice left to finish the evening with.,manual controls,negative,1,even warning enough juice left finish evening,manual controls,manual controls,even_ADV warning_VERB enough_ADJ juice_NOUN left_VERB finish_NOUN evening_NOUN,"['enough juice', 'finish evening']"
Canon PowerShot SD500,But if you want a pocket camera to use when you cant take your Digital SLR with you that will capture quality images this is your choice of camera.,image,positive,2,want pocket camera use cant take digital slr capture quality images choice camera,image,camera,want_VERB pocket_NOUN camera_NOUN use_NOUN ca_AUX nt_PART take_VERB digital_ADJ slr_NOUN capture_VERB quality_NOUN images_NOUN choice_VERB camera_NOUN,"['pocket camera use', 'digital slr', 'quality images']"
Canon PowerShot SD500,But if you want a pocket camera to use when you cant take your Digital SLR with you that will capture quality images this is your choice of camera.,focuses,positive,2,want pocket camera use cant take digital slr capture quality images choice camera,focuses,focuses,want_VERB pocket_NOUN camera_NOUN use_NOUN ca_AUX nt_PART take_VERB digital_ADJ slr_NOUN capture_VERB quality_NOUN images_NOUN choice_VERB camera_NOUN,"['pocket camera use', 'digital slr', 'quality images']"
Canon PowerShot SD500,"I don't miss the high speed program, nor the manual overide, since I had read numerous reviews and specs. before I ordered.",camera,positive,2,dont miss high speed program manual overide since read numerous reviews specs ordered,camera,camera,do_AUX nt_PART miss_VERB high_ADJ speed_NOUN program_NOUN manual_NOUN overide_ADV since_SCONJ read_VERB numerous_ADJ reviews_NOUN specs_NOUN ordered_VERB,"['high speed program manual', 'numerous reviews specs']"
Canon PowerShot SD500,Personally I love it! It's a definite 10!,start up,positive,3,personally love definite 10,start up,start up,personally_ADV love_VERB definite_ADJ 10_NUM,[]
Canon PowerShot SD500,Personally I love it! It's a definite 10!,pictures,positive,1,personally love definite 10,pictures,camera,personally_ADV love_VERB definite_ADJ 10_NUM,[]
Canon PowerShot SD500,totally love this feature...very useful since i love taking pics of my 7-month old baby =),lcd,positive,1,totally love featurevery useful since love taking pics 7month old baby,lcd,screen,totally_ADV love_NOUN featurevery_NOUN useful_ADJ since_SCONJ love_NOUN taking_VERB pics_NOUN 7month_NUM old_ADJ baby_NOUN,"['totally love featurevery', 'love', 'pics']"
Canon PowerShot SD500,totally love this feature...very useful since i love taking pics of my 7-month old baby =),picture,positive,3,totally love featurevery useful since love taking pics 7month old baby,picture,picture,totally_ADV love_NOUN featurevery_NOUN useful_ADJ since_SCONJ love_NOUN taking_VERB pics_NOUN 7month_NUM old_ADJ baby_NOUN,"['totally love featurevery', 'love', 'pics']"
Canon PowerShot SD500,totally love this feature...very useful since i love taking pics of my 7-month old baby =),quality,positive,2,totally love featurevery useful since love taking pics 7month old baby,quality,quality,totally_ADV love_NOUN featurevery_NOUN useful_ADJ since_SCONJ love_NOUN taking_VERB pics_NOUN 7month_NUM old_ADJ baby_NOUN,"['totally love featurevery', 'love', 'pics']"
Canon PowerShot SD500,totally love this feature...very useful since i love taking pics of my 7-month old baby =),zoom,positive,1,totally love featurevery useful since love taking pics 7month old baby,zoom,zoom,totally_ADV love_NOUN featurevery_NOUN useful_ADJ since_SCONJ love_NOUN taking_VERB pics_NOUN 7month_NUM old_ADJ baby_NOUN,"['totally love featurevery', 'love', 'pics']"
Canon PowerShot SD500,totally love this feature...very useful since i love taking pics of my 7-month old baby =),zoom,positive,1,totally love featurevery useful since love taking pics 7month old baby,zoom,zoom,totally_ADV love_NOUN featurevery_NOUN useful_ADJ since_SCONJ love_NOUN taking_VERB pics_NOUN 7month_NUM old_ADJ baby_NOUN,"['totally love featurevery', 'love', 'pics']"
Canon PowerShot SD500,totally love this feature...very useful since i love taking pics of my 7-month old baby =),clips,positive,3,totally love featurevery useful since love taking pics 7month old baby,clips,clips,totally_ADV love_NOUN featurevery_NOUN useful_ADJ since_SCONJ love_NOUN taking_VERB pics_NOUN 7month_NUM old_ADJ baby_NOUN,"['totally love featurevery', 'love', 'pics']"
Canon PowerShot SD500,totally love this feature...very useful since i love taking pics of my 7-month old baby =),merge pictures,positive,1,totally love featurevery useful since love taking pics 7month old baby,merge pictures,merge pictures,totally_ADV love_NOUN featurevery_NOUN useful_ADJ since_SCONJ love_NOUN taking_VERB pics_NOUN 7month_NUM old_ADJ baby_NOUN,"['totally love featurevery', 'love', 'pics']"
Canon PowerShot SD500,totally love this feature...very useful since i love taking pics of my 7-month old baby =),camera,positive,1,totally love featurevery useful since love taking pics 7month old baby,camera,camera,totally_ADV love_NOUN featurevery_NOUN useful_ADJ since_SCONJ love_NOUN taking_VERB pics_NOUN 7month_NUM old_ADJ baby_NOUN,"['totally love featurevery', 'love', 'pics']"
Canon PowerShot SD500,i just thought it's cute and cool =),battery,negative,1,thought cute cool,battery,battery,thought_VERB cute_ADJ cool_ADJ,[]
Canon PowerShot SD500,(i can't help but play with the camera always),sound,negative,1,cant help play camera always,sound,sound,ca_AUX nt_PART help_VERB play_VERB camera_NOUN always_ADV,['camera']
Canon PowerShot SD500,but it's good enough since i upload them to the computer anyway (and sound is good too once you view it on the computer/tv).,camera,positive,3,good enough since upload computer anyway sound good view computertv,camera,camera,good_ADJ enough_ADV since_SCONJ upload_NOUN computer_NOUN anyway_ADV sound_VERB good_ADJ view_NOUN computertv_NOUN,"['upload computer', 'good view computertv']"
Canon PowerShot SD500,but it's good enough since i upload them to the computer anyway (and sound is good too once you view it on the computer/tv).,pictures,positive,2,good enough since upload computer anyway sound good view computertv,pictures,camera,good_ADJ enough_ADV since_SCONJ upload_NOUN computer_NOUN anyway_ADV sound_VERB good_ADJ view_NOUN computertv_NOUN,"['upload computer', 'good view computertv']"
Canon PowerShot SD500,but it's good enough since i upload them to the computer anyway (and sound is good too once you view it on the computer/tv).,features,positive,3,good enough since upload computer anyway sound good view computertv,features,features,good_ADJ enough_ADV since_SCONJ upload_NOUN computer_NOUN anyway_ADV sound_VERB good_ADJ view_NOUN computertv_NOUN,"['upload computer', 'good view computertv']"
Canon PowerShot SD500,"as a whole, i say, it's way more than what i expected.",camera,positive,1,whole say way expected,camera,camera,whole_ADJ say_VERB way_NOUN expected_VERB,['whole say way']
Canon PowerShot SD500,i forgot to mention about the camera's design.,designed,positive,2,forgot mention cameras design,designed,designed,forgot_VERB mention_NOUN cameras_NOUN design_NOUN,['mention cameras design']
Canon PowerShot SD500,i forgot to mention about the camera's design.,made,positive,2,forgot mention cameras design,made,made,forgot_VERB mention_NOUN cameras_NOUN design_NOUN,['mention cameras design']
Canon PowerShot SD500,i forgot to mention about the camera's design.,camera,positive,2,forgot mention cameras design,camera,camera,forgot_VERB mention_NOUN cameras_NOUN design_NOUN,['mention cameras design']
Canon PowerShot SD500,i forgot to mention about the camera's design.,low-light conditions,negative,1,forgot mention cameras design,lowlight conditions,lowlight conditions,forgot_VERB mention_NOUN cameras_NOUN design_NOUN,['mention cameras design']
Canon PowerShot SD500,"The pictures tend to get blurry due to longer exposure, but his can be disabled in the manual settings.",automatic settings,positive,2,pictures tend get blurry due longer exposure disabled manual settings,automatic settings,automatic settings,pictures_NOUN tend_VERB get_VERB blurry_ADJ due_ADJ longer_ADV exposure_NOUN disabled_ADJ manual_ADJ settings_NOUN,"['pictures', 'due longer exposure disabled manual settings']"
Canon PowerShot SD500,"The pictures tend to get blurry due to longer exposure, but his can be disabled in the manual settings.",camera,positive,1,pictures tend get blurry due longer exposure disabled manual settings,camera,camera,pictures_NOUN tend_VERB get_VERB blurry_ADJ due_ADJ longer_ADV exposure_NOUN disabled_ADJ manual_ADJ settings_NOUN,"['pictures', 'due longer exposure disabled manual settings']"
Canon PowerShot SD500,"But believe me, it's well worth it.",Digic II chip,positive,3,believe well worth,digic ii chip,digic ii chip,believe_VERB well_ADV worth_ADJ,[]
Canon PowerShot SD500,"But believe me, it's well worth it.",pictures,positive,3,believe well worth,pictures,camera,believe_VERB well_ADV worth_ADJ,[]
Canon PowerShot SD500,"But believe me, it's well worth it.",size,positive,3,believe well worth,size,size,believe_VERB well_ADV worth_ADJ,[]
Canon PowerShot SD500,"But believe me, it's well worth it.",starts up,positive,3,believe well worth,starts up,starts up,believe_VERB well_ADV worth_ADJ,[]
Canon PowerShot SD500,"But believe me, it's well worth it.",camera,positive,3,believe well worth,camera,camera,believe_VERB well_ADV worth_ADJ,[]
Canon PowerShot SD500,"But believe me, it's well worth it.",sd500,positive,3,believe well worth,sd500,sd500,believe_VERB well_ADV worth_ADJ,[]
Canon PowerShot SD500,"But believe me, it's well worth it.",edges,positive,2,believe well worth,edges,edges,believe_VERB well_ADV worth_ADJ,[]
Canon PowerShot SD500,"Buy it, you will love it.....",camera,positive,3,buy love,camera,camera,buy_VERB love_NOUN,['love']
Canon PowerShot SD500,"Buy it, you will love it.....",LCD,negative,2,buy love,lcd,screen,buy_VERB love_NOUN,['love']
Canon PowerShot SD500,"Buy it, you will love it.....",LCD,negative,2,buy love,lcd,screen,buy_VERB love_NOUN,['love']
Canon PowerShot SD500,My SD500 was kept in a case all the time if not being used.,LCD,negative,2,sd500 kept case time used,lcd,screen,sd500_NOUN kept_VERB case_NOUN time_NOUN used_VERB,"['sd500', 'case time']"
Canon PowerShot SD500,"Who knows maybe the service center did a sloppy job in fixing the camera the first time, that it is easily broken.",LCD,negative,2,knows maybe service center sloppy job fixing camera first time easily broken,lcd,screen,knows_VERB maybe_ADV service_NOUN center_NOUN sloppy_ADJ job_NOUN fixing_VERB camera_NOUN first_ADJ time_NOUN easily_ADV broken_VERB,"['service center sloppy job', 'camera']"
